Server Time,Watch Timestamp,X,Y,Z,Value
2024-01-24T23:44:57.617Z,566541910,-0.09098243713378906,-3.736265182495117,9.09584903717041,
2024-01-24T23:44:58.699Z,566542915,-0.12450218200683594,-3.7673912048339844,9.034794807434082,
2024-01-24T23:44:59.670Z,566543922,-0.07661628723144531,-3.712322235107422,9.092257499694824,
2024-01-24T23:45:00.593Z,566544927,-0.10893917083740234,-3.456134796142578,8.992895126342773,
2024-01-24T23:45:01.631Z,566545933,0.7266616821289062,-2.1368894577026367,9.516044616699219,
2024-01-24T23:45:02.737Z,566546939,0.6129341125488281,-2.039921760559082,9.568717956542969,
2024-01-24T23:46:24.142Z,566628391,3.474092483520508,-5.069876670837402,5.813298225402832,
2024-01-24T23:46:25.083Z,566629397,9.381964683532715,-2.84320068359375,1.1851654052734375,
2024-01-24T23:46:26.150Z,566630403,9.211971282958984,-2.840806007385254,1.9740791320800781,
2024-01-24T23:46:27.114Z,566631408,9.142537117004395,-2.7941179275512695,2.168015480041504,
2024-01-24T23:46:28.037Z,566632414,9.296968460083008,-2.7031354904174805,1.8950681686401367,
2024-01-24T23:46:29.110Z,566633419,8.959375381469727,-3.2909297943115234,2.4888477325439453,
2024-01-24T23:46:30.102Z,566634425,8.769030570983887,-3.46451473236084,3.1472740173339844,
2024-01-24T23:46:31.210Z,566635431,8.923460960388184,-1.7154970169067383,3.748236656188965,
2024-01-24T23:46:32.212Z,566636437,8.35601806640625,-3.525568962097168,4.175614356994629,
2024-01-24T23:46:33.157Z,566637442,8.725934028625488,-2.9653091430664062,3.794924736022949,
2024-01-24T23:46:34.245Z,566638447,8.468548774719238,-2.1105527877807617,4.4425764083862305,
2024-01-24T23:46:35.186Z,566639453,7.212752342224121,-5.232686996459961,4.978894233703613,
2024-01-24T23:46:36.129Z,566640459,8.18482780456543,-3.648874282836914,3.987664222717285,
2024-01-24T23:46:37.228Z,566641465,8.074690818786621,-3.5746517181396484,4.15406608581543,
2024-01-24T23:46:38.182Z,566642470,-0.3292121887207031,-1.8399991989135742,10.16489315032959,
2024-01-24T23:46:39.247Z,566643475,-0.28491783142089844,-2.1512556076049805,9.820116996765137,
2024-01-24T23:46:40.223Z,566644481,0.7063102722167969,-1.7585945129394531,9.929057121276855,
2024-01-24T23:46:41.161Z,566645486,0.8954582214355469,-1.9944305419921875,9.640546798706055,
2024-01-24T23:46:42.297Z,566646492,0.8523616790771484,-1.6448659896850586,9.724346160888672,
